container_id,vessel_id,container_size_type,weight_mt,container_status,destination_zone_id,priority,handling_requirement,synthetic
SYN-CONT-000830,00000000-0000-0000-0000-0000000003f1,20GP,9.1,inbound,00000000-0000-0000-0000-00000000012c,normal,standard,True
SYN-CONT-000831,00000000-0000-0000-0000-0000000003f1,40RF,18.0,inbound,00000000-0000-0000-0000-00000000012c,normal,reefer,True
SYN-CONT-000832,00000000-0000-0000-0000-0000000003f1,40HC,23.8,inbound,00000000-0000-0000-0000-00000000012d,normal,reefer,True
SYN-CONT-000833,00000000-0000-0000-0000-0000000003f1,20GP,17.5,inbound,00000000-0000-0000-0000-00000000012c,normal,standard,True
SYN-CONT-000834,00000000-0000-0000-0000-0000000003f1,40HC,21.6,inbound,00000000-0000-0000-0000-00000000012d,normal,hazardous,True
SYN-CONT-000835,00000000-0000-0000-0000-0000000003f1,40RF,26.7,inbound,00000000-0000-0000-0000-00000000012c,normal,reefer,True
SYN-CONT-000836,00000000-0000-0000-0000-0000000003f1,20GP,10.6,inbound,00000000-0000-0000-0000-00000000012c,normal,standard,True
SYN-CONT-000837,00000000-0000-0000-0000-0000000003f1,40RF,12.5,inbound,00000000-0000-0000-0000-00000000012d,normal,reefer,True
SYN-CONT-000838,00000000-0000-0000-0000-0000000003f1,40HC,29.9,inbound,00000000-0000-0000-0000-00000000012e,normal,hazardous,True
SYN-CONT-000839,00000000-0000-0000-0000-0000000003f1,40RF,14.6,inbound,00000000-0000-0000-0000-00000000012c,normal,reefer,True
SYN-CONT-000840,00000000-0000-0000-0000-0000000003f1,40RF,28.5,inbound,00000000-0000-0000-0000-000000000131,normal,reefer,True
SYN-CONT-000841,00000000-0000-0000-0000-0000000003f1,40RF,15.4,inbound,00000000-0000-0000-0000-00000000012c,normal,reefer,True
SYN-CONT-000842,00000000-0000-0000-0000-0000000003f1,20GP,28.4,inbound,00000000-0000-0000-0000-000000000130,normal,standard,True
SYN-CONT-000843,00000000-0000-0000-0000-0000000003f1,40RF,11.4,inbound,00000000-0000-0000-0000-00000000012c,normal,reefer,True
SYN-CONT-000844,00000000-0000-0000-0000-0000000003f1,20GP,28.4,inbound,00000000-0000-0000-0000-000000000131,normal,standard,True
SYN-CONT-000845,00000000-0000-0000-0000-0000000003f1,40GP,30.2,inbound,00000000-0000-0000-0000-00000000012e,normal,reefer,True
SYN-CONT-000846,00000000-0000-0000-0000-0000000003f1,40HC,9.1,inbound,00000000-0000-0000-0000-00000000012d,normal,reefer,True
SYN-CONT-000847,00000000-0000-0000-0000-0000000003f1,20GP,16.1,inbound,00000000-0000-0000-0000-000000000131,normal,standard,True
SYN-CONT-000848,00000000-0000-0000-0000-0000000003f1,40HC,24.6,inbound,00000000-0000-0000-0000-00000000012c,normal,reefer,True
SYN-CONT-000849,00000000-0000-0000-0000-0000000003f1,20GP,27.2,inbound,00000000-0000-0000-0000-000000000131,normal,standard,True
SYN-CONT-000850,00000000-0000-0000-0000-0000000003f1,40GP,16.0,inbound,00000000-0000-0000-0000-00000000012f,normal,standard,True
SYN-CONT-000851,00000000-0000-0000-0000-0000000003f1,40HC,16.4,inbound,00000000-0000-0000-0000-00000000012e,normal,standard,True
SYN-CONT-000852,00000000-0000-0000-0000-0000000003f1,40GP,17.0,inbound,00000000-0000-0000-0000-00000000012f,normal,standard,True
SYN-CONT-000853,00000000-0000-0000-0000-0000000003f1,40HC,23.5,inbound,00000000-0000-0000-0000-00000000012f,normal,reefer,True
SYN-CONT-000854,00000000-0000-0000-0000-0000000003f1,40RF,22.6,inbound,00000000-0000-0000-0000-00000000012d,normal,reefer,True
SYN-CONT-000855,00000000-0000-0000-0000-0000000003f1,20GP,23.7,inbound,00000000-0000-0000-0000-00000000012c,normal,standard,True
SYN-CONT-000856,00000000-0000-0000-0000-0000000003f1,40GP,17.4,inbound,00000000-0000-0000-0000-000000000130,normal,standard,True
SYN-CONT-000857,00000000-0000-0000-0000-0000000003f1,40RF,26.1,inbound,00000000-0000-0000-0000-000000000131,normal,reefer,True
SYN-CONT-000858,00000000-0000-0000-0000-0000000003f1,40RF,12.1,inbound,00000000-0000-0000-0000-00000000012f,normal,reefer,True
SYN-CONT-000859,00000000-0000-0000-0000-0000000003f1,40HC,8.6,inbound,00000000-0000-0000-0000-000000000131,normal,hazardous,True
SYN-CONT-000860,00000000-0000-0000-0000-0000000003f1,40GP,28.7,inbound,00000000-0000-0000-0000-00000000012c,normal,reefer,True
SYN-CONT-000861,00000000-0000-0000-0000-0000000003f1,40RF,17.9,inbound,00000000-0000-0000-0000-00000000012c,normal,reefer,True
SYN-CONT-000862,00000000-0000-0000-0000-0000000003f1,40HC,8.3,inbound,00000000-0000-0000-0000-000000000131,normal,standard,True
SYN-CONT-000863,00000000-0000-0000-0000-0000000003f1,40GP,19.7,inbound,00000000-0000-0000-0000-000000000131,normal,standard,True
SYN-CONT-000864,00000000-0000-0000-0000-0000000003f1,20GP,22.9,inbound,00000000-0000-0000-0000-00000000012d,normal,reefer,True
SYN-CONT-000865,00000000-0000-0000-0000-0000000003f1,40RF,15.8,inbound,00000000-0000-0000-0000-000000000131,normal,reefer,True
SYN-CONT-000866,00000000-0000-0000-0000-0000000003f1,40RF,11.3,inbound,00000000-0000-0000-0000-000000000130,normal,reefer,True
SYN-CONT-000867,00000000-0000-0000-0000-0000000003f1,20GP,22.5,inbound,00000000-0000-0000-0000-00000000012d,normal,standard,True
SYN-CONT-000868,00000000-0000-0000-0000-0000000003f1,40RF,27.2,inbound,00000000-0000-0000-0000-00000000012d,normal,reefer,True
SYN-CONT-000869,00000000-0000-0000-0000-0000000003f1,20GP,15.2,inbound,00000000-0000-0000-0000-00000000012e,normal,reefer,True
SYN-CONT-000870,00000000-0000-0000-0000-0000000003f1,40HC,19.4,inbound,00000000-0000-0000-0000-000000000130,normal,standard,True
SYN-CONT-000871,00000000-0000-0000-0000-0000000003f1,40RF,17.1,inbound,00000000-0000-0000-0000-00000000012d,normal,reefer,True
SYN-CONT-000872,00000000-0000-0000-0000-0000000003f1,20GP,18.0,inbound,00000000-0000-0000-0000-000000000130,normal,reefer,True
SYN-CONT-000873,00000000-0000-0000-0000-0000000003f1,40RF,10.0,inbound,00000000-0000-0000-0000-00000000012f,normal,reefer,True
SYN-CONT-000874,00000000-0000-0000-0000-0000000003f1,40RF,15.1,inbound,00000000-0000-0000-0000-00000000012f,normal,reefer,True
SYN-CONT-000875,00000000-0000-0000-0000-0000000003f1,20GP,17.1,inbound,00000000-0000-0000-0000-00000000012c,normal,standard,True
SYN-CONT-000876,00000000-0000-0000-0000-0000000003f1,20GP,25.8,inbound,00000000-0000-0000-0000-000000000130,normal,standard,True
SYN-CONT-000877,00000000-0000-0000-0000-0000000003f1,40HC,20.7,inbound,00000000-0000-0000-0000-000000000131,normal,hazardous,True
SYN-CONT-000878,00000000-0000-0000-0000-0000000003f1,40RF,29.4,inbound,00000000-0000-0000-0000-00000000012e,normal,reefer,True
SYN-CONT-000879,00000000-0000-0000-0000-0000000003f1,20GP,27.0,inbound,00000000-0000-0000-0000-00000000012e,normal,standard,True
SYN-CONT-000880,00000000-0000-0000-0000-0000000003f1,40RF,24.1,inbound,00000000-0000-0000-0000-00000000012e,normal,reefer,True
SYN-CONT-000881,00000000-0000-0000-0000-0000000003f1,40RF,10.6,inbound,00000000-0000-0000-0000-000000000131,normal,reefer,True
SYN-CONT-000882,00000000-0000-0000-0000-0000000003f1,40GP,15.7,inbound,00000000-0000-0000-0000-000000000131,normal,standard,True
SYN-CONT-000883,00000000-0000-0000-0000-0000000003f1,40HC,19.7,inbound,00000000-0000-0000-0000-000000000131,normal,hazardous,True
SYN-CONT-000884,00000000-0000-0000-0000-0000000003f1,20GP,28.2,inbound,00000000-0000-0000-0000-00000000012f,normal,standard,True
SYN-CONT-000885,00000000-0000-0000-0000-0000000003f1,40GP,10.4,inbound,00000000-0000-0000-0000-000000000130,normal,reefer,True
SYN-CONT-000886,00000000-0000-0000-0000-0000000003f1,40GP,10.7,inbound,00000000-0000-0000-0000-00000000012f,normal,standard,True
SYN-CONT-000887,00000000-0000-0000-0000-0000000003f1,40GP,26.6,inbound,00000000-0000-0000-0000-00000000012d,normal,reefer,True
SYN-CONT-000888,00000000-0000-0000-0000-0000000003f1,40HC,25.0,inbound,00000000-0000-0000-0000-00000000012c,normal,standard,True
SYN-CONT-000889,00000000-0000-0000-0000-0000000003f1,20GP,18.3,inbound,00000000-0000-0000-0000-000000000130,normal,reefer,True
SYN-CONT-000890,00000000-0000-0000-0000-0000000003f1,40GP,8.1,inbound,00000000-0000-0000-0000-000000000131,normal,reefer,True
SYN-CONT-000891,00000000-0000-0000-0000-0000000003f1,20GP,29.0,inbound,00000000-0000-0000-0000-000000000130,normal,hazardous,True
SYN-CONT-000892,00000000-0000-0000-0000-0000000003f1,40RF,28.8,inbound,00000000-0000-0000-0000-00000000012d,normal,reefer,True
SYN-CONT-000893,00000000-0000-0000-0000-0000000003f1,40GP,10.3,inbound,00000000-0000-0000-0000-000000000131,normal,standard,True
SYN-CONT-000894,00000000-0000-0000-0000-0000000003f1,40HC,27.8,inbound,00000000-0000-0000-0000-00000000012f,normal,hazardous,True
SYN-CONT-000895,00000000-0000-0000-0000-0000000003f1,40GP,17.0,inbound,00000000-0000-0000-0000-00000000012e,normal,standard,True
SYN-CONT-000896,00000000-0000-0000-0000-0000000003f1,40HC,26.1,inbound,00000000-0000-0000-0000-00000000012d,normal,reefer,True
SYN-CONT-000897,00000000-0000-0000-0000-0000000003f1,40RF,21.6,inbound,00000000-0000-0000-0000-000000000131,normal,reefer,True
SYN-CONT-000898,00000000-0000-0000-0000-0000000003f1,40HC,27.4,inbound,00000000-0000-0000-0000-000000000131,normal,hazardous,True
SYN-CONT-000899,00000000-0000-0000-0000-0000000003f1,40GP,12.7,inbound,00000000-0000-0000-0000-000000000131,normal,standard,True
SYN-CONT-000900,00000000-0000-0000-0000-0000000003f1,40HC,28.7,inbound,00000000-0000-0000-0000-00000000012d,normal,standard,True
SYN-CONT-000901,00000000-0000-0000-0000-0000000003f1,40GP,20.2,inbound,00000000-0000-0000-0000-000000000131,normal,hazardous,True
SYN-CONT-000902,00000000-0000-0000-0000-0000000003f1,40HC,25.1,inbound,00000000-0000-0000-0000-000000000130,normal,standard,True
SYN-CONT-000903,00000000-0000-0000-0000-0000000003f1,40RF,21.1,inbound,00000000-0000-0000-0000-000000000131,normal,reefer,True
SYN-CONT-000904,00000000-0000-0000-0000-0000000003f1,40RF,23.2,inbound,00000000-0000-0000-0000-000000000130,normal,reefer,True
SYN-CONT-000905,00000000-0000-0000-0000-0000000003f1,40HC,26.2,inbound,00000000-0000-0000-0000-000000000130,normal,reefer,True
SYN-CONT-000906,00000000-0000-0000-0000-0000000003f1,20GP,16.6,inbound,00000000-0000-0000-0000-00000000012c,normal,standard,True
SYN-CONT-000907,00000000-0000-0000-0000-0000000003f1,20GP,14.0,inbound,00000000-0000-0000-0000-00000000012d,normal,standard,True
SYN-CONT-000908,00000000-0000-0000-0000-0000000003f1,40HC,11.3,inbound,00000000-0000-0000-0000-00000000012c,normal,standard,True
SYN-CONT-000909,00000000-0000-0000-0000-0000000003f1,40HC,25.0,inbound,00000000-0000-0000-0000-00000000012c,normal,standard,True
SYN-CONT-000910,00000000-0000-0000-0000-0000000003f1,40HC,10.3,inbound,00000000-0000-0000-0000-000000000131,normal,reefer,True
SYN-CONT-000911,00000000-0000-0000-0000-0000000003f1,40GP,16.7,inbound,00000000-0000-0000-0000-000000000130,normal,hazardous,True
SYN-CONT-000912,00000000-0000-0000-0000-0000000003f1,40HC,28.8,inbound,00000000-0000-0000-0000-00000000012f,normal,standard,True
SYN-CONT-000913,00000000-0000-0000-0000-0000000003f1,40RF,29.5,inbound,00000000-0000-0000-0000-000000000131,normal,reefer,True
SYN-CONT-000914,00000000-0000-0000-0000-0000000003f1,40HC,9.2,inbound,00000000-0000-0000-0000-000000000131,normal,hazardous,True
SYN-CONT-000915,00000000-0000-0000-0000-0000000003f1,40HC,22.0,inbound,00000000-0000-0000-0000-00000000012f,normal,standard,True
SYN-CONT-000916,00000000-0000-0000-0000-0000000003f1,40GP,25.0,inbound,00000000-0000-0000-0000-000000000130,normal,standard,True
SYN-CONT-000917,00000000-0000-0000-0000-0000000003f1,40GP,14.6,inbound,00000000-0000-0000-0000-00000000012d,normal,standard,True
SYN-CONT-000918,00000000-0000-0000-0000-0000000003f1,20GP,29.7,inbound,00000000-0000-0000-0000-000000000131,normal,standard,True
SYN-CONT-000919,00000000-0000-0000-0000-0000000003f1,20GP,8.9,inbound,00000000-0000-0000-0000-00000000012e,normal,reefer,True
SYN-CONT-000920,00000000-0000-0000-0000-0000000003f1,40HC,11.6,inbound,00000000-0000-0000-0000-00000000012e,normal,standard,True
SYN-CONT-000921,00000000-0000-0000-0000-0000000003f2,20GP,18.5,inbound,00000000-0000-0000-0000-00000000012d,high,standard,True
SYN-CONT-000922,00000000-0000-0000-0000-0000000003f2,20GP,28.9,inbound,00000000-0000-0000-0000-000000000130,high,standard,True
SYN-CONT-000923,00000000-0000-0000-0000-0000000003f2,20GP,27.0,inbound,00000000-0000-0000-0000-00000000012e,high,hazardous,True
SYN-CONT-000924,00000000-0000-0000-0000-0000000003f2,40RF,25.8,inbound,00000000-0000-0000-0000-000000000130,high,reefer,True
SYN-CONT-000925,00000000-0000-0000-0000-0000000003f2,40HC,25.6,inbound,00000000-0000-0000-0000-00000000012e,high,standard,True
SYN-CONT-000926,00000000-0000-0000-0000-0000000003f2,40GP,19.7,inbound,00000000-0000-0000-0000-000000000130,high,standard,True
SYN-CONT-000927,00000000-0000-0000-0000-0000000003f2,40GP,20.2,inbound,00000000-0000-0000-0000-00000000012f,high,reefer,True
SYN-CONT-000928,00000000-0000-0000-0000-0000000003f2,20GP,13.0,inbound,00000000-0000-0000-0000-00000000012d,high,standard,True
SYN-CONT-000929,00000000-0000-0000-0000-0000000003f2,40HC,16.1,inbound,00000000-0000-0000-0000-00000000012d,high,standard,True
SYN-CONT-000930,00000000-0000-0000-0000-0000000003f2,40RF,30.4,inbound,00000000-0000-0000-0000-000000000131,high,reefer,True
SYN-CONT-000931,00000000-0000-0000-0000-0000000003f2,20GP,23.1,inbound,00000000-0000-0000-0000-00000000012f,high,standard,True
SYN-CONT-000932,00000000-0000-0000-0000-0000000003f2,40GP,28.7,inbound,00000000-0000-0000-0000-00000000012d,high,hazardous,True
SYN-CONT-000933,00000000-0000-0000-0000-0000000003f2,20GP,16.6,inbound,00000000-0000-0000-0000-00000000012c,high,standard,True
SYN-CONT-000934,00000000-0000-0000-0000-0000000003f2,40RF,13.8,inbound,00000000-0000-0000-0000-000000000131,high,reefer,True
SYN-CONT-000935,00000000-0000-0000-0000-0000000003f2,40HC,28.5,inbound,00000000-0000-0000-0000-00000000012e,high,standard,True
SYN-CONT-000936,00000000-0000-0000-0000-0000000003f2,40RF,19.0,inbound,00000000-0000-0000-0000-00000000012e,high,reefer,True
SYN-CONT-000937,00000000-0000-0000-0000-0000000003f2,40GP,19.6,inbound,00000000-0000-0000-0000-00000000012c,high,standard,True
SYN-CONT-000938,00000000-0000-0000-0000-0000000003f2,40GP,20.0,inbound,00000000-0000-0000-0000-000000000131,high,hazardous,True
SYN-CONT-000939,00000000-0000-0000-0000-0000000003f2,20GP,23.1,inbound,00000000-0000-0000-0000-00000000012d,high,standard,True
SYN-CONT-000940,00000000-0000-0000-0000-0000000003f2,40RF,26.8,inbound,00000000-0000-0000-0000-00000000012d,high,reefer,True
SYN-CONT-000941,00000000-0000-0000-0000-0000000003f2,40RF,22.5,inbound,00000000-0000-0000-0000-00000000012c,high,reefer,True
SYN-CONT-000942,00000000-0000-0000-0000-0000000003f2,40GP,18.3,inbound,00000000-0000-0000-0000-00000000012e,high,standard,True
SYN-CONT-000943,00000000-0000-0000-0000-0000000003f2,20GP,9.6,inbound,00000000-0000-0000-0000-00000000012d,high,standard,True
SYN-CONT-000944,00000000-0000-0000-0000-0000000003f2,40HC,9.6,inbound,00000000-0000-0000-0000-00000000012d,high,hazardous,True
SYN-CONT-000945,00000000-0000-0000-0000-0000000003f2,40HC,16.7,inbound,00000000-0000-0000-0000-000000000131,high,reefer,True
SYN-CONT-000946,00000000-0000-0000-0000-0000000003f2,40RF,17.7,inbound,00000000-0000-0000-0000-00000000012c,high,reefer,True
SYN-CONT-000947,00000000-0000-0000-0000-0000000003f2,40RF,23.1,inbound,00000000-0000-0000-0000-000000000130,high,reefer,True
SYN-CONT-000948,00000000-0000-0000-0000-0000000003f2,20GP,9.4,inbound,00000000-0000-0000-0000-000000000131,high,hazardous,True
SYN-CONT-000949,00000000-0000-0000-0000-0000000003f2,20GP,16.0,inbound,00000000-0000-0000-0000-000000000130,high,standard,True
SYN-CONT-000950,00000000-0000-0000-0000-0000000003f2,20GP,25.7,inbound,00000000-0000-0000-0000-00000000012e,high,standard,True
SYN-CONT-000951,00000000-0000-0000-0000-0000000003f2,20GP,25.2,inbound,00000000-0000-0000-0000-00000000012f,high,standard,True
SYN-CONT-000952,00000000-0000-0000-0000-0000000003f2,40RF,16.9,inbound,00000000-0000-0000-0000-000000000131,high,reefer,True
SYN-CONT-000953,00000000-0000-0000-0000-0000000003f2,20GP,11.5,inbound,00000000-0000-0000-0000-00000000012d,high,reefer,True
SYN-CONT-000954,00000000-0000-0000-0000-0000000003f2,40GP,25.9,inbound,00000000-0000-0000-0000-000000000130,high,reefer,True
SYN-CONT-000955,00000000-0000-0000-0000-0000000003f2,40HC,14.7,inbound,00000000-0000-0000-0000-000000000131,high,standard,True
SYN-CONT-000956,00000000-0000-0000-0000-0000000003f2,40HC,20.5,inbound,00000000-0000-0000-0000-000000000130,high,standard,True
SYN-CONT-000957,00000000-0000-0000-0000-0000000003f2,40GP,8.9,inbound,00000000-0000-0000-0000-000000000130,high,standard,True
SYN-CONT-000958,00000000-0000-0000-0000-0000000003f2,40RF,20.1,inbound,00000000-0000-0000-0000-00000000012c,high,reefer,True
SYN-CONT-000959,00000000-0000-0000-0000-0000000003f2,40HC,24.8,inbound,00000000-0000-0000-0000-000000000131,high,standard,True
SYN-CONT-000960,00000000-0000-0000-0000-0000000003f2,40HC,17.3,inbound,00000000-0000-0000-0000-000000000131,high,standard,True
SYN-CONT-000961,00000000-0000-0000-0000-0000000003f2,40GP,12.1,inbound,00000000-0000-0000-0000-000000000130,high,standard,True
SYN-CONT-000962,00000000-0000-0000-0000-0000000003f2,40HC,10.6,inbound,00000000-0000-0000-0000-000000000131,high,standard,True
SYN-CONT-000963,00000000-0000-0000-0000-0000000003f2,20GP,18.4,inbound,00000000-0000-0000-0000-000000000130,high,hazardous,True
SYN-CONT-000964,00000000-0000-0000-0000-0000000003f2,20GP,23.1,inbound,00000000-0000-0000-0000-00000000012e,high,standard,True
SYN-CONT-000965,00000000-0000-0000-0000-0000000003f2,20GP,24.3,inbound,00000000-0000-0000-0000-00000000012f,high,standard,True
SYN-CONT-000966,00000000-0000-0000-0000-0000000003f2,40HC,10.9,inbound,00000000-0000-0000-0000-000000000131,high,standard,True
SYN-CONT-000967,00000000-0000-0000-0000-0000000003f2,40GP,14.4,inbound,00000000-0000-0000-0000-00000000012c,high,standard,True
SYN-CONT-000968,00000000-0000-0000-0000-0000000003f2,40GP,18.9,inbound,00000000-0000-0000-0000-00000000012e,high,standard,True
SYN-CONT-000969,00000000-0000-0000-0000-0000000003f2,40HC,11.4,inbound,00000000-0000-0000-0000-000000000130,high,hazardous,True
SYN-CONT-000970,00000000-0000-0000-0000-0000000003f2,40HC,29.6,inbound,00000000-0000-0000-0000-00000000012d,high,standard,True
SYN-CONT-000971,00000000-0000-0000-0000-0000000003f2,20GP,13.5,inbound,00000000-0000-0000-0000-00000000012d,high,standard,True
SYN-CONT-000972,00000000-0000-0000-0000-0000000003f2,40RF,14.2,inbound,00000000-0000-0000-0000-00000000012e,high,reefer,True
SYN-CONT-000973,00000000-0000-0000-0000-0000000003f2,40GP,27.8,inbound,00000000-0000-0000-0000-00000000012f,high,standard,True
SYN-CONT-000974,00000000-0000-0000-0000-0000000003f2,40RF,16.1,inbound,00000000-0000-0000-0000-00000000012e,high,reefer,True
SYN-CONT-000975,00000000-0000-0000-0000-0000000003f2,40RF,20.4,inbound,00000000-0000-0000-0000-00000000012d,high,reefer,True
SYN-CONT-000976,00000000-0000-0000-0000-0000000003f2,20GP,27.3,inbound,00000000-0000-0000-0000-00000000012d,high,standard,True
SYN-CONT-000977,00000000-0000-0000-0000-0000000003f2,40GP,24.5,inbound,00000000-0000-0000-0000-000000000131,high,standard,True
SYN-CONT-000978,00000000-0000-0000-0000-0000000003f2,20GP,28.1,inbound,00000000-0000-0000-0000-000000000130,high,standard,True
SYN-CONT-000979,00000000-0000-0000-0000-0000000003f2,20GP,21.0,inbound,00000000-0000-0000-0000-000000000130,high,hazardous,True
SYN-CONT-000980,00000000-0000-0000-0000-0000000003f2,40GP,20.4,inbound,00000000-0000-0000-0000-000000000130,high,standard,True
SYN-CONT-000981,00000000-0000-0000-0000-0000000003f2,40RF,22.7,inbound,00000000-0000-0000-0000-00000000012d,high,reefer,True
SYN-CONT-000982,00000000-0000-0000-0000-0000000003f2,40HC,13.0,inbound,00000000-0000-0000-0000-000000000130,high,reefer,True
SYN-CONT-000983,00000000-0000-0000-0000-0000000003f2,40HC,18.5,inbound,00000000-0000-0000-0000-000000000130,high,standard,True
SYN-CONT-000984,00000000-0000-0000-0000-0000000003f2,20GP,16.2,inbound,00000000-0000-0000-0000-00000000012c,high,reefer,True
SYN-CONT-000985,00000000-0000-0000-0000-0000000003f2,40GP,23.4,inbound,00000000-0000-0000-0000-000000000130,high,hazardous,True
SYN-CONT-000986,00000000-0000-0000-0000-0000000003f2,40GP,11.6,inbound,00000000-0000-0000-0000-000000000130,high,reefer,True
SYN-CONT-000987,00000000-0000-0000-0000-0000000003f2,40GP,29.1,inbound,00000000-0000-0000-0000-00000000012c,high,reefer,True
SYN-CONT-000988,00000000-0000-0000-0000-0000000003f2,40GP,13.2,inbound,00000000-0000-0000-0000-00000000012e,high,reefer,True
SYN-CONT-000989,00000000-0000-0000-0000-0000000003f2,40HC,9.0,inbound,00000000-0000-0000-0000-00000000012d,high,standard,True
SYN-CONT-000990,00000000-0000-0000-0000-0000000003f2,40HC,18.6,inbound,00000000-0000-0000-0000-00000000012f,high,reefer,True
SYN-CONT-000991,00000000-0000-0000-0000-0000000003f2,20GP,30.1,inbound,00000000-0000-0000-0000-00000000012e,high,standard,True
SYN-CONT-000992,00000000-0000-0000-0000-0000000003f2,20GP,22.3,inbound,00000000-0000-0000-0000-00000000012e,high,hazardous,True
SYN-CONT-000993,00000000-0000-0000-0000-0000000003f2,40HC,20.2,inbound,00000000-0000-0000-0000-00000000012d,high,hazardous,True
SYN-CONT-000994,00000000-0000-0000-0000-0000000003f2,40RF,22.7,inbound,00000000-0000-0000-0000-00000000012e,high,reefer,True
SYN-CONT-000995,00000000-0000-0000-0000-0000000003f2,20GP,13.7,inbound,00000000-0000-0000-0000-00000000012d,high,hazardous,True
SYN-CONT-000996,00000000-0000-0000-0000-0000000003f2,40RF,15.9,inbound,00000000-0000-0000-0000-00000000012e,high,reefer,True
SYN-CONT-000997,00000000-0000-0000-0000-0000000003f2,40RF,25.8,inbound,00000000-0000-0000-0000-000000000130,high,reefer,True
SYN-CONT-000998,00000000-0000-0000-0000-0000000003f2,20GP,27.8,inbound,00000000-0000-0000-0000-00000000012f,high,hazardous,True
SYN-CONT-000999,00000000-0000-0000-0000-0000000003f2,40GP,9.7,inbound,00000000-0000-0000-0000-000000000131,high,standard,True
SYN-CONT-001000,00000000-0000-0000-0000-0000000003f2,40HC,11.4,inbound,00000000-0000-0000-0000-00000000012d,high,standard,True
SYN-CONT-001001,00000000-0000-0000-0000-0000000003f2,40HC,24.1,inbound,00000000-0000-0000-0000-00000000012c,high,hazardous,True
SYN-CONT-001002,00000000-0000-0000-0000-0000000003f2,40GP,26.3,inbound,00000000-0000-0000-0000-000000000131,high,reefer,True
SYN-CONT-001003,00000000-0000-0000-0000-0000000003f2,20GP,23.2,inbound,00000000-0000-0000-0000-00000000012f,high,reefer,True
SYN-CONT-001004,00000000-0000-0000-0000-0000000003f2,40GP,11.6,inbound,00000000-0000-0000-0000-00000000012f,high,hazardous,True
SYN-CONT-001005,00000000-0000-0000-0000-0000000003f2,20GP,9.0,inbound,00000000-0000-0000-0000-000000000130,high,standard,True
SYN-CONT-001006,00000000-0000-0000-0000-0000000003f2,40GP,22.2,inbound,00000000-0000-0000-0000-00000000012c,high,standard,True
SYN-CONT-001007,00000000-0000-0000-0000-0000000003f2,40GP,11.7,inbound,00000000-0000-0000-0000-00000000012d,high,standard,True
SYN-CONT-001008,00000000-0000-0000-0000-0000000003f2,40RF,21.5,inbound,00000000-0000-0000-0000-000000000130,high,reefer,True
SYN-CONT-001009,00000000-0000-0000-0000-0000000003f2,20GP,29.3,inbound,00000000-0000-0000-0000-00000000012d,high,standard,True
SYN-CONT-001010,00000000-0000-0000-0000-0000000003f2,40RF,21.6,inbound,00000000-0000-0000-0000-00000000012f,high,reefer,True
SYN-CONT-001011,00000000-0000-0000-0000-0000000003f2,40RF,11.8,inbound,00000000-0000-0000-0000-00000000012f,high,reefer,True
SYN-CONT-001012,00000000-0000-0000-0000-0000000003f2,40GP,26.5,inbound,00000000-0000-0000-0000-00000000012d,high,hazardous,True
SYN-CONT-001013,00000000-0000-0000-0000-0000000003f3,40HC,24.3,inbound,00000000-0000-0000-0000-00000000012e,high,standard,True
SYN-CONT-001014,00000000-0000-0000-0000-0000000003f3,40RF,21.4,inbound,00000000-0000-0000-0000-00000000012c,high,reefer,True
SYN-CONT-001015,00000000-0000-0000-0000-0000000003f3,40GP,16.7,inbound,00000000-0000-0000-0000-00000000012c,high,reefer,True
SYN-CONT-001016,00000000-0000-0000-0000-0000000003f3,20GP,19.8,inbound,00000000-0000-0000-0000-000000000130,high,standard,True
SYN-CONT-001017,00000000-0000-0000-0000-0000000003f3,40RF,26.6,inbound,00000000-0000-0000-0000-000000000130,high,reefer,True
SYN-CONT-001018,00000000-0000-0000-0000-0000000003f3,20GP,18.7,inbound,00000000-0000-0000-0000-000000000130,high,standard,True
SYN-CONT-001019,00000000-0000-0000-0000-0000000003f3,20GP,19.3,inbound,00000000-0000-0000-0000-00000000012c,high,hazardous,True
SYN-CONT-001020,00000000-0000-0000-0000-0000000003f3,20GP,22.8,inbound,00000000-0000-0000-0000-000000000130,high,reefer,True
SYN-CONT-001021,00000000-0000-0000-0000-0000000003f3,20GP,19.7,inbound,00000000-0000-0000-0000-00000000012e,high,reefer,True
SYN-CONT-001022,00000000-0000-0000-0000-0000000003f3,20GP,17.7,inbound,00000000-0000-0000-0000-00000000012f,high,hazardous,True
SYN-CONT-001023,00000000-0000-0000-0000-0000000003f3,40RF,15.9,inbound,00000000-0000-0000-0000-000000000131,high,reefer,True
SYN-CONT-001024,00000000-0000-0000-0000-0000000003f3,20GP,11.0,inbound,00000000-0000-0000-0000-00000000012f,high,reefer,True
SYN-CONT-001025,00000000-0000-0000-0000-0000000003f3,40GP,14.4,inbound,00000000-0000-0000-0000-000000000130,high,standard,True
SYN-CONT-001026,00000000-0000-0000-0000-0000000003f3,40RF,13.8,inbound,00000000-0000-0000-0000-00000000012c,high,reefer,True
SYN-CONT-001027,00000000-0000-0000-0000-0000000003f3,20GP,19.8,inbound,00000000-0000-0000-0000-000000000130,high,hazardous,True
SYN-CONT-001028,00000000-0000-0000-0000-0000000003f3,20GP,22.7,inbound,00000000-0000-0000-0000-000000000131,high,reefer,True
